Barcodename	Run	Country	Site_old	Site	Species	Processingdays	Fraction	Sampletype	Replicate	Experiment	Soiltype	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	included	latitude	longitude	bac_obs	fun_obs
pulh.Root.3P.XXX.Y3	B5-63	14	Germany	pulh	GE1	At	0	Root	Pooled	3	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	113	0
pulh.Root.3S.XXX.Y1	B5-80	2	Germany	pulh	GE1	At	3	Root	Single	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	86
pulh.Root.4P.XXX.Y1	B5-85	2	Germany	pulh	GE1	At	3	Root	Pooled	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	31
pulh.Root.4P.XXX.Y2	B5-59	12	Germany	pulh	GE1	At	0	Root	Pooled	4	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	88	18
pulh.Root.4P.XXX.Y3	B5-64	14	Germany	pulh	GE1	At	0	Root	Pooled	4	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	106	36
pulh.Root.4S.XXX.Y1	B5-81	2	Germany	pulh	GE1	At	3	Root	Single	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	70
pulh.Root.N1.XXX.Y1	B5-86	2	Germany	pulh	GE1	Neighbor	3	Root	Neighbor	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	75
pulh.Root.N1.XXX.Y2	B5-60	12	Germany	pulh	GE1	Neighbor	0	Root	Neighbor	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	423	116
pulh.Root.N2.XXX.Y1	B5-87	2	Germany	pulh	GE1	Neighbor	3	Root	Neighbor	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	41
pulh.Root.N3.XXX.Y1	B5-88	2	Germany	pulh	GE1	Neighbor	3	Root	Neighbor	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	31
pulh.RP.1P.XXX.Y1	B5-60	2	Germany	pulh	GE1	At	3	RP	Pooled	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	238	118
pulh.RP.1P.XXX.Y2	B5-46	12	Germany	pulh	GE1	At	0	RP	Pooled	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	193	85
pulh.RP.1P.XXX.Y3	B5-53	14	Germany	pulh	GE1	At	0	RP	Pooled	1	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	310	110
pulh.RP.1S.XXX.Y1	B5-56	2	Germany	pulh	GE1	At	3	RP	Single	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	0
pulh.RP.2P.XXX.Y1	B5-61	2	Germany	pulh	GE1	At	3	RP	Pooled	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	248	140
pulh.RP.2P.XXX.Y2	B5-47	12	Germany	pulh	GE1	At	0	RP	Pooled	2	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	206	130
pulh.RP.2P.XXX.Y3	B5-54	14	Germany	pulh	GE1	At	0	RP	Pooled	2	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	350	101
pulh.RP.2S.XXX.Y1	B5-57	2	Germany	pulh	GE1	At	3	RP	Single	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	100
pulh.RP.3P.XXX.Y1	B5-62	2	Germany	pulh	GE1	At	3	RP	Pooled	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	92
pulh.RP.3P.XXX.Y2	B5-48	12	Germany	pulh	GE1	At	0	RP	Pooled	3	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	160	94
pulh.RP.3P.XXX.Y3	B5-55	14	Germany	pulh	GE1	At	0	RP	Pooled	3	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	329	156
pulh.RP.3S.XXX.Y1	B5-58	2	Germany	pulh	GE1	At	3	RP	Single	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	109
pulh.RP.4P.XXX.Y1	B5-63	2	Germany	pulh	GE1	At	3	RP	Pooled	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	278	128
pulh.RP.4P.XXX.Y2	B5-49	12	Germany	pulh	GE1	At	0	RP	Pooled	4	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	251	98
pulh.RP.4P.XXX.Y3	B5-56	14	Germany	pulh	GE1	At	0	RP	Pooled	4	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	297	172
pulh.RP.4S.XXX.Y1	B5-59	2	Germany	pulh	GE1	At	3	RP	Single	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	95
pulh.RP.N1.XXX.Y1	B5-64	2	Germany	pulh	GE1	Neighbor	3	RP	Neighbor	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	322	120
pulh.RP.N1.XXX.Y2	B5-50	12	Germany	pulh	GE1	Neighbor	0	RP	Neighbor	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	483	148
pulh.RP.N2.XXX.Y1	B5-65	2	Germany	pulh	GE1	Neighbor	3	RP	Neighbor	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	259	157
pulh.RP.N3.XXX.Y1	B5-66	2	Germany	pulh	GE1	Neighbor	3	RP	Neighbor	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	223	105
pulh.RS.1P.XXX.Y1	B5-71	2	Germany	pulh	GE1	At	3	RS	Pooled	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	480	263
pulh.RS.1P.XXX.Y2	B5-51	12	Germany	pulh	GE1	At	0	RS	Pooled	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	437	182
pulh.RS.1P.XXX.Y3	B5-57	14	Germany	pulh	GE1	At	0	RS	Pooled	1	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	0	233
pulh.RS.1S.XXX.Y1	B5-67	2	Germany	pulh	GE1	At	3	RS	Single	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	446	261
pulh.RS.2P.XXX.Y1	B5-72	2	Germany	pulh	GE1	At	3	RS	Pooled	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	449	316
pulh.RS.2P.XXX.Y2	B5-52	12	Germany	pulh	GE1	At	0	RS	Pooled	2	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	447	168
pulh.RS.2P.XXX.Y3	B5-58	14	Germany	pulh	GE1	At	0	RS	Pooled	2	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	319	161
pulh.RS.2S.XXX.Y1	B5-68	2	Germany	pulh	GE1	At	3	RS	Single	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	415	172
pulh.RS.3P.XXX.Y1	B5-73	2	Germany	pulh	GE1	At	3	RS	Pooled	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	462	250
pulh.RS.3P.XXX.Y2	B5-53	12	Germany	pulh	GE1	At	0	RS	Pooled	3	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	479	177
pulh.RS.3P.XXX.Y3	B5-59	14	Germany	pulh	GE1	At	0	RS	Pooled	3	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	406	219
pulh.RS.3S.XXX.Y1	B5-69	2	Germany	pulh	GE1	At	3	RS	Single	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	394	208
pulh.RS.4P.XXX.Y1	B5-74	2	Germany	pulh	GE1	At	3	RS	Pooled	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	485	249
pulh.RS.4P.XXX.Y2	B5-54	12	Germany	pulh	GE1	At	0	RS	Pooled	4	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	475	135
pulh.RS.4P.XXX.Y3	B5-60	14	Germany	pulh	GE1	At	0	RS	Pooled	4	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	450	238
pulh.RS.4S.XXX.Y1	B5-70	2	Germany	pulh	GE1	At	3	RS	Single	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	493	177
pulh.RS.N1.XXX.Y1	B5-75	2	Germany	pulh	GE1	Neighbor	3	RS	Neighbor	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	417	187
pulh.RS.N1.XXX.Y2	B5-55	12	Germany	pulh	GE1	Neighbor	0	RS	Neighbor	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	65	19
pulh.RS.N2.XXX.Y1	B5-76	2	Germany	pulh	GE1	Neighbor	3	RS	Neighbor	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	468	256
pulh.RS.N3.XXX.Y1	B5-77	2	Germany	pulh	GE1	Neighbor	3	RS	Neighbor	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	382	255
pulh.Soil.1P.XXX.Y1	B5-49	2	Germany	pulh	GE1	At	3	Soil	Pooled	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	475	213
pulh.Soil.1P.XXX.Y2	B5-41	12	Germany	pulh	GE1	At	0	Soil	Pooled	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	458	124
pulh.Soil.1P.XXX.Y3	B5-49	14	Germany	pulh	GE1	At	0	Soil	Pooled	1	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	310	88
pulh.Soil.1S.XXX.Y1	B5-45	2	Germany	pulh	GE1	At	3	Soil	Single	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	504	259
pulh.Soil.2P.XXX.Y1	B5-50	2	Germany	pulh	GE1	At	3	Soil	Pooled	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	423	245
pulh.Soil.2P.XXX.Y2	B5-42	12	Germany	pulh	GE1	At	0	Soil	Pooled	2	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	478	139
pulh.Soil.2P.XXX.Y3	B5-50	14	Germany	pulh	GE1	At	0	Soil	Pooled	2	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	458	172
pulh.Soil.2S.XXX.Y1	B5-46	2	Germany	pulh	GE1	At	3	Soil	Single	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	422	224
pulh.Soil.3P.XXX.Y1	B5-51	2	Germany	pulh	GE1	At	3	Soil	Pooled	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	480	253
pulh.Soil.3P.XXX.Y2	B5-43	12	Germany	pulh	GE1	At	0	Soil	Pooled	3	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	455	137
pulh.Soil.3P.XXX.Y3	B5-51	14	Germany	pulh	GE1	At	0	Soil	Pooled	3	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	455	196
pulh.Soil.3S.XXX.Y1	B5-47	2	Germany	pulh	GE1	At	3	Soil	Single	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	435	228
pulh.Soil.4P.XXX.Y1	B5-52	2	Germany	pulh	GE1	At	3	Soil	Pooled	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	470	271
pulh.Soil.4P.XXX.Y2	B5-44	12	Germany	pulh	GE1	At	0	Soil	Pooled	4	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	474	105
pulh.Soil.4P.XXX.Y3	B5-52	14	Germany	pulh	GE1	At	0	Soil	Pooled	4	Third	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	449	184
pulh.Soil.4S.XXX.Y1	B5-48	2	Germany	pulh	GE1	At	3	Soil	Single	4	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	468	210
pulh.Soil.N1.XXX.Y1	B5-53	2	Germany	pulh	GE1	Neighbor	3	Soil	Neighbor	1	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	437	169
pulh.Soil.N1.XXX.Y2	B5-45	12	Germany	pulh	GE1	Neighbor	0	Soil	Neighbor	1	Second	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	383	146
pulh.Soil.N2.XXX.Y1	B5-54	2	Germany	pulh	GE1	Neighbor	3	Soil	Neighbor	2	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	458	218
pulh.Soil.N3.XXX.Y1	B5-55	2	Germany	pulh	GE1	Neighbor	3	Soil	Neighbor	3	First	Sandyloam	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	yes	50.98550	6.82615	449	268
SD.Root.1P.XXX.Y1	B5-26	2	France	SD	FR3	At	3	Root	Pooled	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	81	78
SD.Root.1S.XXX.Y1	B5-9	2	France	SD	FR3	At	3	Root	Single	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	54
SD.Root.2P.XXX.Y1	B5-27	2	France	SD	FR3	At	3	Root	Pooled	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	163	64
SD.Root.2S.XXX.Y1	B5-24	2	France	SD	FR3	At	3	Root	Single	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	49	105
SD.Root.3P.XXX.Y1	B5-42	2	France	SD	FR3	At	3	Root	Pooled	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	98	44
SD.Root.3S.XXX.Y1	B5-25	2	France	SD	FR3	At	3	Root	Single	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	99	50
SD.Root.4P.XXX.Y1	B5-43	2	France	SD	FR3	At	3	Root	Pooled	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	187	82
SD.Root.4S.XXX.Y1	B5-10	2	France	SD	FR3	At	3	Root	Single	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	58
SD.Root.N1.XXX.Y1	B5-39	2	France	SD	FR3	Neighbor	3	Root	Neighbor	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	61	77
SD.Root.N2.XXX.Y1	B5-40	2	France	SD	FR3	Neighbor	3	Root	Neighbor	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	49	40
SD.Root.N3.XXX.Y1	B5-41	2	France	SD	FR3	Neighbor	3	Root	Neighbor	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	147	42
SD.RP.1P.XXX.Y1	B5-5	2	France	SD	FR3	At	3	RP	Pooled	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	259	141
SD.RP.2P.XXX.Y1	B5-6	2	France	SD	FR3	At	3	RP	Pooled	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	249	156
SD.RP.2S.XXX.Y1	B5-2	2	France	SD	FR3	At	3	RP	Single	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	65
SD.RP.3P.XXX.Y1	B5-7	2	France	SD	FR3	At	3	RP	Pooled	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	265	141
SD.RP.3S.XXX.Y1	B5-3	2	France	SD	FR3	At	3	RP	Single	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	56
SD.RP.4P.XXX.Y1	B5-8	2	France	SD	FR3	At	3	RP	Pooled	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	278	145
SD.RP.4S.XXX.Y1	B5-4	2	France	SD	FR3	At	3	RP	Single	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	0
SD.RP.N1.XXX.Y1	B5-11	2	France	SD	FR3	Neighbor	3	RP	Neighbor	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	295	108
SD.RP.N2.XXX.Y1	B5-12	2	France	SD	FR3	Neighbor	3	RP	Neighbor	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	227	160
SD.RP.N3.XXX.Y1	B5-28	2	France	SD	FR3	Neighbor	3	RP	Neighbor	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	0	0
SD.RS.1P.XXX.Y1	B5-33	2	France	SD	FR3	At	3	RS	Pooled	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	399	203
SD.RS.1S.XXX.Y1	B5-29	2	France	SD	FR3	At	3	RS	Single	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	409	155
SD.RS.2P.XXX.Y1	B5-34	2	France	SD	FR3	At	3	RS	Pooled	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	400	229
SD.RS.2S.XXX.Y1	B5-30	2	France	SD	FR3	At	3	RS	Single	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	421	211
SD.RS.3P.XXX.Y1	B5-35	2	France	SD	FR3	At	3	RS	Pooled	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	417	216
SD.RS.3S.XXX.Y1	B5-31	2	France	SD	FR3	At	3	RS	Single	3	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	373	201
SD.RS.4P.XXX.Y1	B5-36	2	France	SD	FR3	At	3	RS	Pooled	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	391	217
SD.RS.4S.XXX.Y1	B5-32	2	France	SD	FR3	At	3	RS	Single	4	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	402	187
SD.RS.N1.XXX.Y1	B5-37	2	France	SD	FR3	Neighbor	3	RS	Neighbor	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	355	213
SD.RS.N2.XXX.Y1	B5-38	2	France	SD	FR3	Neighbor	3	RS	Neighbor	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	355	210
SD.Soil.1P.XXX.Y1	B5-17	2	France	SD	FR3	At	3	Soil	Pooled	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	376	120
SD.Soil.1S.XXX.Y1	B5-13	2	France	SD	FR3	At	3	Soil	Single	1	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	358	109
SD.Soil.2P.XXX.Y1	B5-18	2	France	SD	FR3	At	3	Soil	Pooled	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	421	203
SD.Soil.2S.XXX.Y1	B5-14	2	France	SD	FR3	At	3	Soil	Single	2	First	Sand	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	yes	48.2841	6.94	359	176
