	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
pulh.RS.N1.V5.Y2	GE1	Neighbor	RS	Neighbor	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.N2.V5.Y1	GE1	Neighbor	RS	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.RS.N3.V5.Y1	GE1	Neighbor	RS	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.1P.V5.Y1	GE1	At	Soil	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.1P.V5.Y2	GE1	At	Soil	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.1P.V5.Y3	GE1	At	Soil	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.1S.V5.Y1	GE1	At	Soil	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.2P.V5.Y1	GE1	At	Soil	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.2P.V5.Y2	GE1	At	Soil	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.2P.V5.Y3	GE1	At	Soil	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.2S.V5.Y1	GE1	At	Soil	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.3P.V5.Y1	GE1	At	Soil	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.3P.V5.Y2	GE1	At	Soil	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.3P.V5.Y3	GE1	At	Soil	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.3S.V5.Y1	GE1	At	Soil	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.4P.V5.Y1	GE1	At	Soil	Pooled	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.4P.V5.Y2	GE1	At	Soil	Pooled	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.4P.V5.Y3	GE1	At	Soil	Pooled	Third	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.4S.V5.Y1	GE1	At	Soil	Single	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.N1.V5.Y1	GE1	Neighbor	Soil	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.N1.V5.Y2	GE1	Neighbor	Soil	Neighbor	Second	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.N2.V5.Y1	GE1	Neighbor	Soil	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
pulh.Soil.N3.V5.Y1	GE1	Neighbor	Soil	Neighbor	First	7	22.4	9	40.8	40.4	5.5	68.7	194.5	1397	64.6	0.2	223	3.4	439	12.07	79.9	50.9855	6.82615
SD.Root.1P.V5.Y1	FR3	At	Root	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.1S.V5.Y1	FR3	At	Root	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.2P.V5.Y1	FR3	At	Root	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.2S.V5.Y1	FR3	At	Root	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.3P.V5.Y1	FR3	At	Root	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.3S.V5.Y1	FR3	At	Root	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.4P.V5.Y1	FR3	At	Root	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.4S.V5.Y1	FR3	At	Root	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.N1.V5.Y1	FR3	Neighbor	Root	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.N2.V5.Y1	FR3	Neighbor	Root	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Root.N3.V5.Y1	FR3	Neighbor	Root	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.1P.V5.Y1	FR3	At	RP	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.2P.V5.Y1	FR3	At	RP	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.2S.V5.Y1	FR3	At	RP	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.3P.V5.Y1	FR3	At	RP	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.3S.V5.Y1	FR3	At	RP	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.4P.V5.Y1	FR3	At	RP	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.4S.V5.Y1	FR3	At	RP	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.N1.V5.Y1	FR3	Neighbor	RP	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.N2.V5.Y1	FR3	Neighbor	RP	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RP.N3.V5.Y1	FR3	Neighbor	RP	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.1P.V5.Y1	FR3	At	RS	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.1S.V5.Y1	FR3	At	RS	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.2P.V5.Y1	FR3	At	RS	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.2S.V5.Y1	FR3	At	RS	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.3P.V5.Y1	FR3	At	RS	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.3S.V5.Y1	FR3	At	RS	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.4P.V5.Y1	FR3	At	RS	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.4S.V5.Y1	FR3	At	RS	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.N1.V5.Y1	FR3	Neighbor	RS	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.RS.N2.V5.Y1	FR3	Neighbor	RS	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.1P.V5.Y1	FR3	At	Soil	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.1S.V5.Y1	FR3	At	Soil	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.2P.V5.Y1	FR3	At	Soil	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.2S.V5.Y1	FR3	At	Soil	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.3P.V5.Y1	FR3	At	Soil	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.3S.V5.Y1	FR3	At	Soil	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.4P.V5.Y1	FR3	At	Soil	Pooled	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.4S.V5.Y1	FR3	At	Soil	Single	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.N1.V5.Y1	FR3	Neighbor	Soil	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.N2.V5.Y1	FR3	Neighbor	Soil	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
SD.Soil.N3.V5.Y1	FR3	Neighbor	Soil	Neighbor	First	6.9	17.2	1.5	13.5	24	5.5	17.9	45.6	470.1	79.6	-0.1	362	6	265	12.07	79.8	48.2841	6.94
spa1.Root.1P.V5.Y1	SP1	At	Root	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.1P.V5.Y2	SP1	At	Root	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.1P.V5.Y3	SP1	At	Root	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.1S.V5.Y1	SP1	At	Root	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.2P.V5.Y1	SP1	At	Root	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.2P.V5.Y2	SP1	At	Root	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.2P.V5.Y3	SP1	At	Root	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.2S.V5.Y1	SP1	At	Root	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.3P.V5.Y1	SP1	At	Root	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.3P.V5.Y2	SP1	At	Root	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.3P.V5.Y3	SP1	At	Root	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.3S.V5.Y1	SP1	At	Root	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.4P.V5.Y1	SP1	At	Root	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.4P.V5.Y2	SP1	At	Root	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.4P.V5.Y3	SP1	At	Root	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.4S.V5.Y1	SP1	At	Root	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.N1.V5.Y1	SP1	Neighbor	Root	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.N1.V5.Y2	SP1	Neighbor	Root	Neighbor	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.N2.V5.Y1	SP1	Neighbor	Root	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Root.N3.V5.Y1	SP1	Neighbor	Root	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.1P.V5.Y1	SP1	At	RP	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.1P.V5.Y2	SP1	At	RP	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.1P.V5.Y3	SP1	At	RP	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.1S.V5.Y1	SP1	At	RP	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.2P.V5.Y1	SP1	At	RP	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.2P.V5.Y2	SP1	At	RP	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.2P.V5.Y3	SP1	At	RP	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.2S.V5.Y1	SP1	At	RP	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.3P.V5.Y1	SP1	At	RP	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.3P.V5.Y2	SP1	At	RP	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.3P.V5.Y3	SP1	At	RP	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.3S.V5.Y1	SP1	At	RP	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.4P.V5.Y1	SP1	At	RP	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.4P.V5.Y2	SP1	At	RP	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.4P.V5.Y3	SP1	At	RP	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.4S.V5.Y1	SP1	At	RP	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.N1.V5.Y1	SP1	Neighbor	RP	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.N1.V5.Y2	SP1	Neighbor	RP	Neighbor	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.N2.V5.Y1	SP1	Neighbor	RP	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RP.N3.V5.Y1	SP1	Neighbor	RP	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.1P.V5.Y1	SP1	At	RS	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.1P.V5.Y2	SP1	At	RS	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.1P.V5.Y3	SP1	At	RS	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.1S.V5.Y1	SP1	At	RS	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.2P.V5.Y1	SP1	At	RS	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.2P.V5.Y2	SP1	At	RS	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.2P.V5.Y3	SP1	At	RS	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.2S.V5.Y1	SP1	At	RS	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.3P.V5.Y1	SP1	At	RS	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.3P.V5.Y2	SP1	At	RS	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.3P.V5.Y3	SP1	At	RS	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.3S.V5.Y1	SP1	At	RS	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.4P.V5.Y1	SP1	At	RS	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.4P.V5.Y2	SP1	At	RS	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.4P.V5.Y3	SP1	At	RS	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.4S.V5.Y1	SP1	At	RS	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.N1.V5.Y1	SP1	Neighbor	RS	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.N1.V5.Y2	SP1	Neighbor	RS	Neighbor	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.N2.V5.Y1	SP1	Neighbor	RS	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.RS.N3.V5.Y1	SP1	Neighbor	RS	Neighbor	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.1P.V5.Y1	SP1	At	Soil	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.1P.V5.Y2	SP1	At	Soil	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.1P.V5.Y3	SP1	At	Soil	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.1S.V5.Y1	SP1	At	Soil	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.2P.V5.Y1	SP1	At	Soil	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.2P.V5.Y2	SP1	At	Soil	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.2P.V5.Y3	SP1	At	Soil	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.2S.V5.Y1	SP1	At	Soil	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.3P.V5.Y1	SP1	At	Soil	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.3P.V5.Y2	SP1	At	Soil	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.3P.V5.Y3	SP1	At	Soil	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.3S.V5.Y1	SP1	At	Soil	Single	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.4P.V5.Y1	SP1	At	Soil	Pooled	First	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.4P.V5.Y2	SP1	At	Soil	Pooled	Second	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
spa1.Soil.4P.V5.Y3	SP1	At	Soil	Pooled	Third	7.4	7	0.4	29.5	27.9	7	7.4	127	2398	76.8	0.4	109	1.2	43	18.07	56.8	39.58143	-3.93133
